year,make,fuel,type,number
2017,SUBARU,Petrol,Multi-purpose Vehicle/Station-wagon,145
2017,SUZUKI,Petrol,Multi-purpose Vehicle/Station-wagon,4
2017,TOYOTA,Petrol,Multi-purpose Vehicle/Station-wagon,4819
2017,TOYOTA,Others,Multi-purpose Vehicle/Station-wagon,1383
2017,VOLKSWAGEN,Petrol,Multi-purpose Vehicle/Station-wagon,411
2017,VOLKSWAGEN,Diesel,Multi-purpose Vehicle/Station-wagon,98
2017,VOLVO,Petrol,Multi-purpose Vehicle/Station-wagon,111
2017,ALPINA,Diesel,Sports Utility Vehicle,2
2017,AUDI,Petrol,Sports Utility Vehicle,625
2017,AUDI,Diesel,Sports Utility Vehicle,2
2017,B.M.W.,Petrol,Sports Utility Vehicle,1224
2017,B.M.W.,Diesel,Sports Utility Vehicle,61
2017,B.M.W.,Others,Sports Utility Vehicle,2
2017,BENTLEY,Petrol,Sports Utility Vehicle,9
2017,BENTLEY,Diesel,Sports Utility Vehicle,8
2017,CHERY,Petrol,Sports Utility Vehicle,7
2017,CHEVROLET,Petrol,Sports Utility Vehicle,9
2017,CITROEN,Petrol,Sports Utility Vehicle,25
2017,FORD,Petrol,Sports Utility Vehicle,6
2017,FORD,Diesel,Sports Utility Vehicle,10
2017,HONDA,Petrol,Sports Utility Vehicle,4505
2017,HONDA,Others,Sports Utility Vehicle,3232
2017,HYUNDAI,Petrol,Sports Utility Vehicle,745
2017,HYUNDAI,Diesel,Sports Utility Vehicle,17
2017,INFINITI,Petrol,Sports Utility Vehicle,2
2017,JAGUAR,Petrol,Sports Utility Vehicle,48
2017,JAGUAR,Diesel,Sports Utility Vehicle,47
2017,JEEP,Petrol,Sports Utility Vehicle,45
2017,JEEP,Diesel,Sports Utility Vehicle,3
2017,KIA,Petrol,Sports Utility Vehicle,95
2017,KIA,Diesel,Sports Utility Vehicle,257
2017,LAND ROVER,Petrol,Sports Utility Vehicle,314
2017,LAND ROVER,Diesel,Sports Utility Vehicle,209
2017,MASERATI,Diesel,Sports Utility Vehicle,33
2017,MAZDA,Petrol,Sports Utility Vehicle,306
2017,MAZDA,Diesel,Sports Utility Vehicle,5
2017,MERCEDES BENZ,Petrol,Sports Utility Vehicle,1260
2017,MERCEDES BENZ,Diesel,Sports Utility Vehicle,80
2017,MITSUBISHI,Petrol,Sports Utility Vehicle,965
2017,MITSUBISHI,Others,Sports Utility Vehicle,2
2017,NISSAN,Petrol,Sports Utility Vehicle,3683
2017,OPEL,Petrol,Sports Utility Vehicle,19
2017,OPEL,Diesel,Sports Utility Vehicle,192
2017,PEUGEOT,Petrol,Sports Utility Vehicle,293
2017,PEUGEOT,Diesel,Sports Utility Vehicle,1
2017,PORSCHE,Petrol,Sports Utility Vehicle,371
2017,PORSCHE,Diesel,Sports Utility Vehicle,17
2017,RENAULT,Petrol,Sports Utility Vehicle,35
2017,RENAULT,Diesel,Sports Utility Vehicle,100
2017,SKODA,Petrol,Sports Utility Vehicle,1
2017,SKODA,Diesel,Sports Utility Vehicle,2
2017,SSANGYONG,Petrol,Sports Utility Vehicle,203
2017,SSANGYONG,Diesel,Sports Utility Vehicle,106
2017,SUBARU,Petrol,Sports Utility Vehicle,2487
2017,SUZUKI,Petrol,Sports Utility Vehicle,1
2017,TOYOTA,Petrol,Sports Utility Vehicle,2954
2017,TOYOTA,Diesel,Sports Utility Vehicle,4
2017,TOYOTA,Others,Sports Utility Vehicle,1892
2017,VOLKSWAGEN,Petrol,Sports Utility Vehicle,221
2017,VOLKSWAGEN,Diesel,Sports Utility Vehicle,8
2017,VOLVO,Petrol,Sports Utility Vehicle,422
2017,ALPINA,Petrol,Coupe/ Convertible,5
2017,ASTON MARTIN,Petrol,Coupe/ Convertible,22
2017,AUDI,Petrol,Coupe/ Convertible,75
2017,AUSTIN,Petrol,Coupe/ Convertible,1
2017,B.M.W.,Petrol,Coupe/ Convertible,425
2017,B.M.W.,Others,Coupe/ Convertible,5
2017,BENTLEY,Petrol,Coupe/ Convertible,18
2017,CITROEN,Petrol,Coupe/ Convertible,5
2017,DAIHATSU,Petrol,Coupe/ Convertible,1
2017,DATSUN,Petrol,Coupe/ Convertible,1
2017,FERRARI,Petrol,Coupe/ Convertible,39
2017,FORD,Petrol,Coupe/ Convertible,27
2017,HONDA,Petrol,Coupe/ Convertible,6
2017,HONDA,Others,Coupe/ Convertible,2
2017,HYUNDAI,Petrol,Coupe/ Convertible,18
2017,JAGUAR,Petrol,Coupe/ Convertible,6
2017,INFINITI,Petrol,Coupe/ Convertible,28
2017,LAMBORGHINI,Petrol,Coupe/ Convertible,18
2017,LANCIA,Petrol,Coupe/ Convertible,1
2017,LAND ROVER,Petrol,Coupe/ Convertible,5
2017,LOTUS,Petrol,Coupe/ Convertible,1
2017,M.G.,Petrol,Coupe/ Convertible,1
2017,MARCOS,Petrol,Coupe/ Convertible,1
2017,MASERATI,Petrol,Coupe/ Convertible,4
2017,MAZDA,Petrol,Coupe/ Convertible,36
2017,Mclaren,Petrol,Coupe/ Convertible,10
2017,MERCEDES BENZ,Petrol,Coupe/ Convertible,1450
2017,MERCEDES BENZ,Diesel,Coupe/ Convertible,66
2017,MINI,Petrol,Coupe/ Convertible,32
2017,NISSAN,Petrol,Coupe/ Convertible,1
2017,OPEL,Petrol,Coupe/ Convertible,2
2017,PAGANI,Petrol,Coupe/ Convertible,1
2017,PORSCHE,Petrol,Coupe/ Convertible,175
2017,RAMBLER,Petrol,Coupe/ Convertible,1
2017,ROLLS ROYCE,Petrol,Coupe/ Convertible,11
2017,SEAT,Petrol,Coupe/ Convertible,1
2017,SUBARU,Petrol,Coupe/ Convertible,22
2017,TOYOTA,Petrol,Coupe/ Convertible,29
2017,TOYOTA,Others,Coupe/ Convertible,1
2017,TRIUMPH,Petrol,Coupe/ Convertible,3
2017,VOLKSWAGEN,Petrol,Coupe/ Convertible,28
2018,ALFA ROMEO,Petrol,Hatchback,3
2018,ALPINA,Petrol,Hatchback,
2018,ALPINA,Diesel,Hatchback,
2018,ASTON MARTIN,Petrol,Hatchback,1
2018,AUDI,Petrol,Hatchback,573
2018,AUDI,Diesel,Hatchback,
2018,AUDI,Others,Hatchback,4
2018,AUSTIN,Petrol,Hatchback,
2018,B.M.W.,Petrol,Hatchback,517
2018,B.M.W.,Diesel,Hatchback,346
2018,B.M.W.,Others,Hatchback,13
2018,BENTLEY,Petrol,Hatchback,
2018,BENTLEY,Diesel,Hatchback,
2018,BLUECAR,Others,Hatchback,180
2018,BYD,Others,Hatchback,32
2018,CHERY,Petrol,Hatchback,
2018,CHEVROLET,Petrol,Hatchback,
2018,CHRYSLER,Petrol,Hatchback,
2018,CHRYSLER,Diesel,Hatchback,
2018,CITROEN,Petrol,Hatchback,2
2018,CITROEN,Diesel,Hatchback,
2018,CITROEN,Others,Hatchback,
2018,DAIHATSU,Petrol,Hatchback,5
2018,DAIMLER,Petrol,Hatchback,
2018,DATSUN,Petrol,Hatchback,
2018,FERRARI,Petrol,Hatchback,
2018,FIAT,Petrol,Hatchback,
2018,FORD,Petrol,Hatchback,40
2018,FORD,Diesel,Hatchback,
2018,FORD,Others,Hatchback,
2018,HONDA,Petrol,Hatchback,2816
2018,HONDA,Others,Hatchback,369
2018,HYUNDAI,Petrol,Hatchback,397
2018,HYUNDAI,Diesel,Hatchback,
2018,HYUNDAI,Others,Hatchback,127
2018,INFINITI,Petrol,Hatchback,23
2018,INFINITI,Diesel,Hatchback,60
2018,INFINITI,Others,Hatchback,
2018,JAGUAR,Petrol,Hatchback,
2018,JAGUAR,Diesel,Hatchback,
2018,JEEP,Petrol,Hatchback,
2018,JEEP,Diesel,Hatchback,
2018,KIA,Petrol,Hatchback,99
2018,KIA,Diesel,Hatchback,
2018,KIA,Others,Hatchback,
2018,KOENIGSEGG,Petrol,Hatchback,
2018,LAMBORGHINI,Petrol,Hatchback,
2018,LANCIA,Petrol,Hatchback,
2018,LAND ROVER,Petrol,Hatchback,
2018,LAND ROVER,Diesel,Hatchback,
2018,LOTUS,Petrol,Hatchback,
2018,M.G.,Petrol,Hatchback,
2018,MARCOS,Petrol,Hatchback,
2018,MASERATI,Petrol,Hatchback,
2018,MASERATI,Diesel,Hatchback,
2018,MAXUS,Petrol,Hatchback,
2018,MAZDA,Petrol,Hatchback,981
2018,MAZDA,Diesel,Hatchback,
2018,Mclaren,Petrol,Hatchback,
2018,MERCEDES BENZ,Petrol,Hatchback,664
2018,MERCEDES BENZ,Diesel,Hatchback,
2018,MERCEDES BENZ,Others,Hatchback,
2018,MINI,Petrol,Hatchback,352
2018,MINI,Diesel,Hatchback,
2018,MITSUBISHI,Petrol,Hatchback,214
2018,MITSUBISHI,Diesel,Hatchback,
2018,MITSUBISHI,Others,Hatchback,
2018,MITSUOKA,Petrol,Hatchback,
2018,MORRIS,Petrol,Hatchback,
2018,NISSAN,Petrol,Hatchback,1194
2018,NISSAN,Others,Hatchback,
2018,OPEL,Petrol,Hatchback,45
2018,OPEL,Diesel,Hatchback,41
2018,PAGANI,Petrol,Hatchback,
2018,PERODUA,Petrol,Hatchback,6
2018,PEUGEOT,Petrol,Hatchback,36
2018,PEUGEOT,Diesel,Hatchback,
2018,PORSCHE,Petrol,Hatchback,1
2018,PORSCHE,Diesel,Hatchback,
2018,PORSCHE,Others,Hatchback,
2018,RAMBLER,Petrol,Hatchback,
2018,RANGE ROVER,Petrol,Hatchback,
2018,RENAULT,Petrol,Hatchback,22
2018,RENAULT,Diesel,Hatchback,
2018,RENAULT,Others,Hatchback,4
2018,ROLLS ROYCE,Petrol,Hatchback,
2018,ROVER,Petrol,Hatchback,
2018,RUF,Petrol,Hatchback,
2018,SEAT,Petrol,Hatchback,83
2018,SEAT,Diesel,Hatchback,
2018,SKODA,Petrol,Hatchback,23
2018,SKODA,Diesel,Hatchback,
2018,SMART,Petrol,Hatchback,3
2018,SMART,Others,Hatchback,
2018,SSANGYONG,Petrol,Hatchback,
2018,SSANGYONG,Diesel,Hatchback,
2018,SUBARU,Petrol,Hatchback,115
2018,SUBARU,Others,Hatchback,
2018,SUZUKI,Petrol,Hatchback,177
2018,SUZUKI,Others,Hatchback,
2018,TESLA,Others,Hatchback,3
2018,THE LONDON TAXI CO,Diesel,Hatchback,
2018,TOYO ACE,Petrol,Hatchback,
2018,TOYOTA,Petrol,Hatchback,601
2018,TOYOTA,Diesel,Hatchback,
2018,TOYOTA,Others,Hatchback,194
2018,TRIUMPH,Petrol,Hatchback,
2018,VOLKSWAGEN,Petrol,Hatchback,928
2018,VOLKSWAGEN,Diesel,Hatchback,
2018,VOLVO,Petrol,Hatchback,248
2018,VOLVO,Diesel,Hatchback,
2018,ALFA ROMEO,Petrol,Sedan,45
2018,ALPINA,Petrol,Sedan,5
2018,ALPINA,Diesel,Sedan,
2018,ASTON MARTIN,Petrol,Sedan,
2018,AUDI,Petrol,Sedan,1507
2018,AUDI,Diesel,Sedan,
2018,AUDI,Others,Sedan,27
2018,AUSTIN,Petrol,Sedan,
2018,B.M.W.,Petrol,Sedan,1535
2018,B.M.W.,Diesel,Sedan,15
2018,B.M.W.,Others,Sedan,104
2018,BENTLEY,Petrol,Sedan,23
2018,BENTLEY,Diesel,Sedan,
2018,BLUECAR,Others,Sedan,
2018,BYD,Others,Sedan,
2018,CHERY,Petrol,Sedan,
2018,CHEVROLET,Petrol,Sedan,1
2018,CHRYSLER,Petrol,Sedan,2
2018,CHRYSLER,Diesel,Sedan,
2018,CITROEN,Petrol,Sedan,
2018,CITROEN,Diesel,Sedan,
2018,CITROEN,Others,Sedan,
2018,DAIHATSU,Petrol,Sedan,
2018,DAIMLER,Petrol,Sedan,1
2018,DATSUN,Petrol,Sedan,
2018,FERRARI,Petrol,Sedan,
2018,FIAT,Petrol,Sedan,
2018,FORD,Petrol,Sedan,10
2018,FORD,Diesel,Sedan,
2018,FORD,Others,Sedan,
2018,HONDA,Petrol,Sedan,3344
2018,HONDA,Others,Sedan,72
2018,HYUNDAI,Petrol,Sedan,5287
2018,HYUNDAI,Diesel,Sedan,
2018,HYUNDAI,Others,Sedan,
2018,INFINITI,Petrol,Sedan,114
2018,INFINITI,Diesel,Sedan,
2018,INFINITI,Others,Sedan,
2018,JAGUAR,Petrol,Sedan,255
2018,JAGUAR,Diesel,Sedan,1
2018,JEEP,Petrol,Sedan,
2018,JEEP,Diesel,Sedan,
2018,KIA,Petrol,Sedan,2889
2018,KIA,Diesel,Sedan,
2018,KIA,Others,Sedan,
2018,KOENIGSEGG,Petrol,Sedan,
2018,LAMBORGHINI,Petrol,Sedan,
2018,LANCIA,Petrol,Sedan,
2018,LAND ROVER,Petrol,Sedan,
2018,LAND ROVER,Diesel,Sedan,
2018,LOTUS,Petrol,Sedan,
2018,M.G.,Petrol,Sedan,
2018,MARCOS,Petrol,Sedan,
2018,MASERATI,Petrol,Sedan,70
2018,MASERATI,Diesel,Sedan,
2018,MAXUS,Petrol,Sedan,
2018,MAZDA,Petrol,Sedan,3358
2018,MAZDA,Diesel,Sedan,
2018,Mclaren,Petrol,Sedan,
2018,MERCEDES BENZ,Petrol,Sedan,3491
2018,MERCEDES BENZ,Diesel,Sedan,13
2018,MERCEDES BENZ,Others,Sedan,57
2018,MINI,Petrol,Sedan,
2018,MINI,Diesel,Sedan,
2018,MITSUBISHI,Petrol,Sedan,1690
2018,MITSUBISHI,Diesel,Sedan,
2018,MITSUBISHI,Others,Sedan,
2018,MITSUOKA,Petrol,Sedan,
2018,MORRIS,Petrol,Sedan,1
2018,NISSAN,Petrol,Sedan,1151
2018,NISSAN,Others,Sedan,
2018,OPEL,Petrol,Sedan,
2018,OPEL,Diesel,Sedan,
2018,PAGANI,Petrol,Sedan,
2018,PERODUA,Petrol,Sedan,13
2018,PEUGEOT,Petrol,Sedan,
2018,PEUGEOT,Diesel,Sedan,
2018,PORSCHE,Petrol,Sedan,102
2018,PORSCHE,Diesel,Sedan,
2018,PORSCHE,Others,Sedan,12
2018,RAMBLER,Petrol,Sedan,
2018,RANGE ROVER,Petrol,Sedan,
2018,RENAULT,Petrol,Sedan,94
2018,RENAULT,Diesel,Sedan,
2018,RENAULT,Others,Sedan,
2018,ROLLS ROYCE,Petrol,Sedan,21
2018,ROVER,Petrol,Sedan,
2018,RUF,Petrol,Sedan,
2018,SEAT,Petrol,Sedan,2
2018,SEAT,Diesel,Sedan,
2018,SKODA,Petrol,Sedan,245
2018,SKODA,Diesel,Sedan,
2018,SMART,Petrol,Sedan,
2018,SMART,Others,Sedan,
2018,SSANGYONG,Petrol,Sedan,
2018,SSANGYONG,Diesel,Sedan,
2018,SUBARU,Petrol,Sedan,153
2018,SUBARU,Others,Sedan,
2018,SUZUKI,Petrol,Sedan,
2018,SUZUKI,Others,Sedan,
2018,TESLA,Others,Sedan,
2018,THE LONDON TAXI CO,Diesel,Sedan,
2018,TOYO ACE,Petrol,Sedan,
2018,TOYOTA,Petrol,Sedan,3663
2018,TOYOTA,Diesel,Sedan,
2018,TOYOTA,Others,Sedan,578
2018,TRIUMPH,Petrol,Sedan,
2018,VOLKSWAGEN,Petrol,Sedan,432
2018,VOLKSWAGEN,Diesel,Sedan,
2018,VOLVO,Petrol,Sedan,398
2018,VOLVO,Diesel,Sedan,
2018,ALFA ROMEO,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,ALPINA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,ALPINA,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,ASTON MARTIN,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,AUDI,Petrol,Multi-purpose Vehicle/Station-wagon,16
2018,AUDI,Diesel,Multi-purpose Vehicle/Station-wagon,1
2018,AUDI,Others,Multi-purpose Vehicle/Station-wagon,
2018,AUSTIN,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,B.M.W.,Petrol,Multi-purpose Vehicle/Station-wagon,646
2018,B.M.W.,Diesel,Multi-purpose Vehicle/Station-wagon,4
2018,B.M.W.,Others,Multi-purpose Vehicle/Station-wagon,27
2018,BENTLEY,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,BENTLEY,Diesel,Multi-purpose Vehicle/Station-wagon,3
2018,BLUECAR,Others,Multi-purpose Vehicle/Station-wagon,
2018,BYD,Others,Multi-purpose Vehicle/Station-wagon,
2018,CHERY,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,CHEVROLET,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,CHRYSLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,CHRYSLER,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,CITROEN,Petrol,Multi-purpose Vehicle/Station-wagon,121
2018,CITROEN,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,CITROEN,Others,Multi-purpose Vehicle/Station-wagon,
2018,DAIHATSU,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,DAIMLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,DATSUN,Petrol,Multi-purpose Vehicle/Station-wagon,1
2018,FERRARI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,FIAT,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,FORD,Petrol,Multi-purpose Vehicle/Station-wagon,29
2018,FORD,Diesel,Multi-purpose Vehicle/Station-wagon,1
2018,FORD,Others,Multi-purpose Vehicle/Station-wagon,
2018,HONDA,Petrol,Multi-purpose Vehicle/Station-wagon,2478
2018,HONDA,Others,Multi-purpose Vehicle/Station-wagon,2119
2018,HYUNDAI,Petrol,Multi-purpose Vehicle/Station-wagon,201
2018,HYUNDAI,Diesel,Multi-purpose Vehicle/Station-wagon,2
2018,HYUNDAI,Others,Multi-purpose Vehicle/Station-wagon,
2018,INFINITI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,INFINITI,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,INFINITI,Others,Multi-purpose Vehicle/Station-wagon,
2018,JAGUAR,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,JAGUAR,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,JEEP,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,JEEP,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,KIA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,KIA,Diesel,Multi-purpose Vehicle/Station-wagon,582
2018,KIA,Others,Multi-purpose Vehicle/Station-wagon,25
2018,KOENIGSEGG,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,LAMBORGHINI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,LANCIA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,LAND ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,3
2018,LAND ROVER,Diesel,Multi-purpose Vehicle/Station-wagon,4
2018,LOTUS,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,M.G.,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MARCOS,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MASERATI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MASERATI,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,MAXUS,Petrol,Multi-purpose Vehicle/Station-wagon,12
2018,MAZDA,Petrol,Multi-purpose Vehicle/Station-wagon,161
2018,MAZDA,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,Mclaren,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MERCEDES BENZ,Petrol,Multi-purpose Vehicle/Station-wagon,115
2018,MERCEDES BENZ,Diesel,Multi-purpose Vehicle/Station-wagon,14
2018,MERCEDES BENZ,Others,Multi-purpose Vehicle/Station-wagon,
2018,MINI,Petrol,Multi-purpose Vehicle/Station-wagon,147
2018,MINI,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,MITSUBISHI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MITSUBISHI,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,MITSUBISHI,Others,Multi-purpose Vehicle/Station-wagon,
2018,MITSUOKA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,MORRIS,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,NISSAN,Petrol,Multi-purpose Vehicle/Station-wagon,30
2018,NISSAN,Others,Multi-purpose Vehicle/Station-wagon,1
2018,OPEL,Petrol,Multi-purpose Vehicle/Station-wagon,55
2018,OPEL,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,PAGANI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,PERODUA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,PEUGEOT,Petrol,Multi-purpose Vehicle/Station-wagon,58
2018,PEUGEOT,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,PORSCHE,Petrol,Multi-purpose Vehicle/Station-wagon,16
2018,PORSCHE,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,PORSCHE,Others,Multi-purpose Vehicle/Station-wagon,3
2018,RAMBLER,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,RANGE ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,RENAULT,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,RENAULT,Diesel,Multi-purpose Vehicle/Station-wagon,615
2018,RENAULT,Others,Multi-purpose Vehicle/Station-wagon,
2018,ROLLS ROYCE,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,ROVER,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,RUF,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,SEAT,Petrol,Multi-purpose Vehicle/Station-wagon,23
2018,SEAT,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,SKODA,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,SKODA,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,SMART,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,SMART,Others,Multi-purpose Vehicle/Station-wagon,
2018,SSANGYONG,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,SSANGYONG,Diesel,Multi-purpose Vehicle/Station-wagon,3
2018,SUBARU,Petrol,Multi-purpose Vehicle/Station-wagon,19
2018,SUBARU,Others,Multi-purpose Vehicle/Station-wagon,
2018,SUZUKI,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,SUZUKI,Others,Multi-purpose Vehicle/Station-wagon,
2018,TESLA,Others,Multi-purpose Vehicle/Station-wagon,1
2018,THE LONDON TAXI CO,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,TOYO ACE,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,TOYOTA,Petrol,Multi-purpose Vehicle/Station-wagon,3327
2018,TOYOTA,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,TOYOTA,Others,Multi-purpose Vehicle/Station-wagon,2245
2018,TRIUMPH,Petrol,Multi-purpose Vehicle/Station-wagon,
2018,VOLKSWAGEN,Petrol,Multi-purpose Vehicle/Station-wagon,695
2018,VOLKSWAGEN,Diesel,Multi-purpose Vehicle/Station-wagon,1
2018,VOLVO,Petrol,Multi-purpose Vehicle/Station-wagon,48
2018,VOLVO,Diesel,Multi-purpose Vehicle/Station-wagon,
2018,ALFA ROMEO,Petrol,Sports Utility Vehicle,1
2018,ALPINA,Petrol,Sports Utility Vehicle,
2018,ALPINA,Diesel,Sports Utility Vehicle,1
2018,ASTON MARTIN,Petrol,Sports Utility Vehicle,
2018,AUDI,Petrol,Sports Utility Vehicle,723
2018,AUDI,Diesel,Sports Utility Vehicle,
2018,AUDI,Others,Sports Utility Vehicle,8
2018,AUSTIN,Petrol,Sports Utility Vehicle,
2018,B.M.W.,Petrol,Sports Utility Vehicle,1787
2018,B.M.W.,Diesel,Sports Utility Vehicle,1
2018,B.M.W.,Others,Sports Utility Vehicle,
2018,BENTLEY,Petrol,Sports Utility Vehicle,8
2018,BENTLEY,Diesel,Sports Utility Vehicle,5
2018,BLUECAR,Others,Sports Utility Vehicle,
2018,BYD,Others,Sports Utility Vehicle,
2018,CHERY,Petrol,Sports Utility Vehicle,
2018,CHEVROLET,Petrol,Sports Utility Vehicle,
2018,CHRYSLER,Petrol,Sports Utility Vehicle,
2018,CHRYSLER,Diesel,Sports Utility Vehicle,
2018,CITROEN,Petrol,Sports Utility Vehicle,156
2018,CITROEN,Diesel,Sports Utility Vehicle,
2018,CITROEN,Others,Sports Utility Vehicle,
2018,DAIHATSU,Petrol,Sports Utility Vehicle,
2018,DAIMLER,Petrol,Sports Utility Vehicle,
2018,DATSUN,Petrol,Sports Utility Vehicle,
2018,FERRARI,Petrol,Sports Utility Vehicle,
2018,FIAT,Petrol,Sports Utility Vehicle,
2018,FORD,Petrol,Sports Utility Vehicle,11
2018,FORD,Diesel,Sports Utility Vehicle,
2018,FORD,Others,Sports Utility Vehicle,
2018,HONDA,Petrol,Sports Utility Vehicle,3318
2018,HONDA,Others,Sports Utility Vehicle,524
2018,HYUNDAI,Petrol,Sports Utility Vehicle,524
2018,HYUNDAI,Diesel,Sports Utility Vehicle,2
2018,HYUNDAI,Others,Sports Utility Vehicle,
2018,INFINITI,Petrol,Sports Utility Vehicle,12
2018,INFINITI,Diesel,Sports Utility Vehicle,
2018,INFINITI,Others,Sports Utility Vehicle,
2018,JAGUAR,Petrol,Sports Utility Vehicle,147
2018,JAGUAR,Diesel,Sports Utility Vehicle,
2018,JEEP,Petrol,Sports Utility Vehicle,37
2018,JEEP,Diesel,Sports Utility Vehicle,
2018,KIA,Petrol,Sports Utility Vehicle,1
2018,KIA,Diesel,Sports Utility Vehicle,327
2018,KIA,Others,Sports Utility Vehicle,
2018,KOENIGSEGG,Petrol,Sports Utility Vehicle,
2018,LAMBORGHINI,Petrol,Sports Utility Vehicle,13
2018,LANCIA,Petrol,Sports Utility Vehicle,
2018,LAND ROVER,Petrol,Sports Utility Vehicle,271
2018,LAND ROVER,Diesel,Sports Utility Vehicle,2
2018,LOTUS,Petrol,Sports Utility Vehicle,
2018,M.G.,Petrol,Sports Utility Vehicle,1
2018,MARCOS,Petrol,Sports Utility Vehicle,
2018,MASERATI,Petrol,Sports Utility Vehicle,34
2018,MASERATI,Diesel,Sports Utility Vehicle,7
2018,MAXUS,Petrol,Sports Utility Vehicle,
2018,MAZDA,Petrol,Sports Utility Vehicle,902
2018,MAZDA,Diesel,Sports Utility Vehicle,
2018,Mclaren,Petrol,Sports Utility Vehicle,
2018,MERCEDES BENZ,Petrol,Sports Utility Vehicle,1606
2018,MERCEDES BENZ,Diesel,Sports Utility Vehicle,15
2018,MERCEDES BENZ,Others,Sports Utility Vehicle,
2018,MINI,Petrol,Sports Utility Vehicle,
2018,MINI,Diesel,Sports Utility Vehicle,
2018,MITSUBISHI,Petrol,Sports Utility Vehicle,1379
2018,MITSUBISHI,Diesel,Sports Utility Vehicle,
2018,MITSUBISHI,Others,Sports Utility Vehicle,
2018,MITSUOKA,Petrol,Sports Utility Vehicle,
2018,MORRIS,Petrol,Sports Utility Vehicle,
2018,NISSAN,Petrol,Sports Utility Vehicle,1642
2018,NISSAN,Others,Sports Utility Vehicle,1
2018,OPEL,Petrol,Sports Utility Vehicle,140
2018,OPEL,Diesel,Sports Utility Vehicle,20
2018,PAGANI,Petrol,Sports Utility Vehicle,
2018,PERODUA,Petrol,Sports Utility Vehicle,
2018,PEUGEOT,Petrol,Sports Utility Vehicle,607
2018,PEUGEOT,Diesel,Sports Utility Vehicle,
2018,PORSCHE,Petrol,Sports Utility Vehicle,307
2018,PORSCHE,Diesel,Sports Utility Vehicle,
2018,PORSCHE,Others,Sports Utility Vehicle,
2018,RAMBLER,Petrol,Sports Utility Vehicle,
2018,RANGE ROVER,Petrol,Sports Utility Vehicle,
2018,RENAULT,Petrol,Sports Utility Vehicle,
2018,RENAULT,Diesel,Sports Utility Vehicle,
2018,RENAULT,Others,Sports Utility Vehicle,
